date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
10/12/2020,ARKW,"CROWDSTRIKE HOLDINGS INC - A",CRWD,22788C105,253436.00,36991518.56,1.30
10/12/2020,ARKW,"SOCIAL CAPITAL HEDOSOPHIA-A",IPOB,G8250T109,1598720.00,37090304.00,1.30
10/12/2020,ARKW,"HUBSPOT INC",HUBS,443573100,108145.00,34902717.30,1.22
10/12/2020,ARKW,"INTERCONTINENTAL EXCHANGE IN",ICE,45866F104,327908.00,33761407.68,1.18
10/12/2020,ARKW,"XILINX INC",XLNX,983919101,283357.00,33691147.30,1.18
10/12/2020,ARKW,"TAIWAN SEMICONDUCTOR-SP ADR",TSM,874039100,363805.00,33073512.55,1.16
10/12/2020,ARKW,"PAYPAL HOLDINGS INC",PYPL,70450Y103,154337.00,31100448.87,1.09
10/12/2020,ARKW,"ADYEN NV-UNSPON ADR",ADYEY,00783V104,753314.00,30946139.12,1.08
10/12/2020,ARKW,"TWITTER INC",TWTR,90184L102,626517.00,30229445.25,1.06
10/12/2020,ARKW,"OKTA INC",OKTA,679295105,122143.00,29992213.65,1.05
10/12/2020,ARKW,"NVIDIA CORP",NVDA,67066G104,52522.00,29887118.88,1.05
10/12/2020,ARKW,"LENDINGCLUB CORP",LC,52603A208,5235352.00,28689728.96,1.01
10/12/2020,ARKW,"NINTENDO CO LTD-UNSPONS ADR",NTDOY,654445303,405179.00,28463824.75,1.00
10/12/2020,ARKW,"ATLASSIAN CORP PLC-CLASS A",TEAM,G06242104,146466.00,28453949.82,1.00
10/12/2020,ARKW,"UNITY SOFTWARE INC",U,91332U101,309509.00,27855810.00,0.98
10/12/2020,ARKW,"SYNOPSYS INC",SNPS,871607107,121616.00,27841550.88,0.98
10/12/2020,ARKW,"JD.COM INC-ADR",JD,47215P106,331068.00,27915653.76,0.98
10/12/2020,ARKW,"DOCUSIGN INC",DOCU,256163106,119087.00,27611511.82,0.97
10/12/2020,ARKW,"ADOBE INC",ADBE,00724F101,54220.00,27700455.80,0.97
10/12/2020,ARKW,"ZSCALER INC",ZS,98980G102,124847.00,18870624.05,0.66
10/12/2020,ARKW,"CLOUDFLARE INC - CLASS A",NET,18915M107,260600.00,14856806.00,0.52
10/12/2020,ARKW,"SALESFORCE.COM INC",CRM,79466L302,49619.00,13251746.33,0.46
10/12/2020,ARKW,"WIX.COM LTD",WIX,M98068105,44171.00,12834325.76,0.45
10/12/2020,ARKW,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,7454701.16,7454701.16,0.26
,,,,,,,
,,,,,,,
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2020, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product.",,,,,,
